ID,Institution Name,CITY,STABBR,Latitude,Longitude
152275,Ravenscroft Beauty College,Fort Wayne,IN,41.121824,-85.0460584
152309,Rogers Academy of Hair Design,Evansville,IN,38.304375,-84.536085
152318,Rose-Hulman Institute of Technology,Terre Haute,IN,39.4829201,-87.3241582
152336,University of Saint Francis-Fort Wayne,Fort Wayne,IN,41.0869308,-85.1789805
152381,Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,39.509411,-87.4597948
152390,Saint Mary's College,Notre Dame,IN,41.7074744,-86.2562801
152451,Saint Meinrad School of Theology,St. Meinrad,IN,38.164628,-86.777876
152497,Saint Elizabeth School of Nursing,Lafayette,IN,42.380607,-90.228325
152530,Taylor University,Upland,IN,40.4560812,-85.5011884
152567,Trine University,Angola,IN,41.6311141,-85.0105982
152600,Valparaiso University,Valparaiso,IN,41.4629593,-87.0446018
152628,Vincennes Beauty College,Vincennes,IN,37.838813,-82.439359
152637,Vincennes University,Vincennes,IN,38.6882751,-87.5194741
152673,Wabash College,Crawfordsville,IN,40.0367517,-86.9072699
152798,Allen College,Waterloo,IA,42.5300951,-92.3403229
152992,Briar Cliff University,Sioux City,IA,42.526707,-96.4283595
153001,Buena Vista University,Storm Lake,IA,42.6405657,-95.209698
153074,Capri College-Dubuque,Dubuque,IA,42.497245,-90.6655542
153083,Capri College-Cedar Rapids,Cedar Rapids,IA,41.9606577,-91.7101971
153108,Central College,Pella,IA,41.4036435,-92.9315988
153126,Clarke University,Dubuque,IA,42.5094466,-90.6906829
153144,Coe College,Cedar Rapids,IA,41.9905971,-91.6569664
153162,Cornell College,Mount Vernon,IA,41.9253978,-91.4239855
153214,Des Moines Area Community College,Ankeny,IA,41.5215951,-93.6040072
153241,Divine Word College,Epworth,IA,42.4428731,-90.9343416
153250,Dordt University,Sioux Center,IA,43.080661,-96.1640468
153269,Drake University,Des Moines,IA,41.6030742,-93.6552753
153278,University of Dubuque,Dubuque,IA,42.495065,-90.6965636
153296,Ellsworth Community College,Iowa Falls,IA,42.5270568,-93.266609
153302,Emmaus Bible College,Dubuque,IA,42.5087374,-90.7060749
153311,Eastern Iowa Community College District,Davenport,IA,38.841087,-76.90153
153320,Faith Baptist Bible College and Theological Seminary,Ankeny,IA,42.551159,-72.752648
153366,Graceland University-Lamoni,Lamoni,IA,40.6169077,-93.9255656
153375,Grand View University,Des Moines,IA,41.6198031,-93.5988096
153384,Grinnell College,Grinnell,IA,41.7511199,-92.7198486
153427,Orion Technical College,Davenport,IA,36.400698,-81.421619
153445,Hawkeye Community College,Waterloo,IA,42.4249406,-92.3323143
153463,American Hair Academy,Mt. Pleasant,IA,38.165394,-122.249301
153472,Indian Hills Community College,Ottumwa,IA,41.0440635,-92.3916157
153524,Iowa Central Community College,Fort Dodge,IA,42.489531,-94.2032648
153533,Iowa Lakes Community College,Estherville,IA,43.3971061,-94.8167437
153542,UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA,30.523038,-87.900446
153597,Iowa School of Beauty-Des Moines,Des Moines,IA,30.523038,-87.900446
153603,Iowa State University,Ames,IA,42.0279608,-93.6447375
153621,Iowa Wesleyan University,Mount Pleasant,IA,40.9752886,-91.5466522
153630,Iowa Western Community College,Council Bluffs,IA,41.2737404,-95.8003426
153658,University of Iowa,Iowa City,IA,41.6311024,-91.540752
153737,Kirkwood Community College,Cedar Rapids,IA,41.9068961,-91.6497012
153746,La James International College-Cedar Falls,Cedar Falls,IA,36.179058,-90.841166
153764,La James International College-Johnston,Johnston,IA,41.661008,-93.7384912
153773,La James College of Hairstyling and Cosmetology,Mason City,IA,32.973563,-111.511064
153782,La James International College-Ft Dodge,Fort Dodge,IA,33.018056,-83.43275
153825,Loras College,Dubuque,IA,42.5041692,-90.6815163
153834,Luther College,Decorah,IA,43.9667284,-91.2207788
153861,Maharishi International University,Fairfield,IA,41.023532,-91.963967
153922,Marshalltown Community College,Marshalltown,IA,41.9993973,-92.9052525
153977,Mercy College of Health Sciences,Des Moines,IA,41.5943402,-93.6260328
154004,Morningside University,Sioux City,IA,43.0269492,-76.1258292
154013,Mount Mercy University,Cedar Rapids,IA,42.002593,-91.6519689
154022,Ashford University,San Diego,CA,32.8272306,-117.1419519
154059,North Iowa Area Community College,Mason City,IA,43.1576201,-93.1316612
154095,University of Northern Iowa,Cedar Falls,IA,42.5149569,-92.4629522
154101,Northwestern College,Orange City,IA,42.9995987,-96.0543218
154110,Northeast Iowa Community College,Calmar,IA,42.4998277,-90.6662717
154129,Northwest Iowa Community College,Sheldon,IA,43.1828171,-95.8773327
154156,Des Moines University-Osteopathic Medical Center,Des Moines,IA,47.422939,-122.320056
154174,Palmer College of Chiropractic,Davenport,IA,41.5294751,-90.5733917
154208,PCI Academy-Ames,Ames,IA,30.603943,-87.157291
154235,Saint Ambrose University,Davenport,IA,33.484975,-80.456576
154262,St Luke's College,Sioux City,IA,42.5201973,-96.4047761
154332,La James International College-Davenport,Davenport,IA,33.018056,-83.43275
154350,Simpson College,Indianola,IA,41.3663332,-93.5660546
154378,Southeastern Community College,West Burlington,IA,40.8153986,-91.180509
154396,Southwestern Community College,Creston,IA,41.0741837,-94.3793908
154448,Capri College-Davenport,Davenport,IA,33.375323,-95.688718
154457,Iowa School of Beauty-Sioux City,Sioux City,IA,30.523038,-87.900446
154466,E Q School of Hair Design,Council Bluffs,IA,43.646924,-84.977654
154493,Upper Iowa University,Fayette,IA,42.8395855,-91.7933043
154518,Waldorf University,Forest City,IA,43.2575535,-93.6477234
154527,Wartburg College,Waverly,IA,42.7311431,-92.4856838
154536,Wartburg Theological Seminary,Dubuque,IA,42.261182,-111.274868
154545,The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,35.85016,-78.609032
154572,Western Iowa Tech Community College,Sioux City,IA,42.485049,-96.345615
154590,William Penn University,Oskaloosa,IA,41.3117756,-92.6489405
154642,Allen County Community College,Iola,KS,37.9382183,-95.3952587
154688,Baker University,Baldwin City,KS,38.7762431,-95.179395
154697,Barton County Community College,Great Bend,KS,38.4016355,-98.7331815
154712,Benedictine College,Atchison,KS,39.5751839,-95.113919
154721,Bethany College,Lindsborg,KS,40.2058045,-80.5616586
154749,Bethel College-North Newton,North Newton,KS,38.0761894,-97.3433939
154800,Butler Community College,El Dorado,KS,37.8059393,-96.8830807
154855,Central Christian College of Kansas,McPherson,KS,38.3569527,-97.6675424
154907,Cloud County Community College,Concordia,KS,39.5543598,-97.6647549
154925,Coffeyville Community College,Coffeyville,KS,37.0332901,-95.6210424
154934,Colby Community College,Colby,KS,39.3782233,-101.0517702
154952,Cowley County Community College,Arkansas City,KS,37.4750713,-97.2392873
154998,Dodge City Community College,Dodge City,KS,37.7771539,-100.0374148
